timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-05-30T00:48:18,codecarbon,b570e390-2f06-4ff4-848c-edc70e102712,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.7017368800006807,2.1243680432526503e-07,3.0272999806574077e-07,42.5,69.67684459550759,377.75641679763794,7.754921771508332e-06,1.2714732392282713e-05,6.889394091130812e-05,8.936359507509916e-05,Canada,CAN,quebec,,,Linux-5.15.0-124-generic-x86_64-with-glibc2.35,3.10.16,2.8.3,224,Intel(R) Xeon(R) Platinum 8480+,1,8 x NVIDIA H20,-71.2,46.8,1007.3504447937012,machine,N,1.0
